track_name,bpm,onset_rate,rmse,zcr,spctrl_cent,spctrl_cont,spctrl_roll,spctrl_band,tonnetz1,tonnetz2,tonnetz3,tonnetz4,tonnetz5,tonnetz6,C,C#,D,D#,E,F,F#,G,G#,A,A#,B,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13
s_3_.wav,123.047,1295.127,0.274,0.026,1810.665,18.292,3883.927,2770.303,25.464,254.899,20.829,-96.748,25.845,-75.386,0.535,0.418,0.447,0.386,0.457,0.807,0.783,1.000,0.875,0.740,0.902,0.730,-140.480,166.221,-6.056,39.136,10.273,16.002,5.059,4.124,6.469,1.826,1.058,11.579,8.459
c4_2_bfr.wav,126.048,1272.235,0.059,0.078,3882.710,16.191,8600.873,4176.960,42.250,58.139,-60.178,7.837,45.862,30.241,0.733,0.632,0.586,0.682,0.782,0.641,0.490,0.449,0.485,0.819,1.000,0.788,-210.282,105.389,-18.565,50.104,-11.141,23.769,-4.680,16.860,-3.015,15.094,-1.985,9.816,1.242
c3_7_ldl.wav,120.185,1301.810,0.128,0.046,2792.597,16.618,6516.536,3784.696,180.531,44.872,-20.752,125.366,47.023,63.385,0.815,0.740,0.602,0.558,0.631,0.553,0.559,0.898,0.771,1.000,0.789,0.629,-153.446,144.682,-4.767,36.390,-15.062,24.856,-13.357,17.391,-7.773,11.614,-5.972,8.313,2.200
c1_2_ame.wav,126.048,1339.972,0.166,0.069,2717.365,16.729,5345.751,2897.471,154.913,-21.006,18.185,59.668,-9.045,-14.416,0.706,0.687,1.000,0.836,0.904,0.551,0.477,0.522,0.653,0.713,0.633,0.704,-107.467,147.398,-64.371,35.328,-15.144,18.552,0.550,3.128,2.685,8.025,-2.150,6.840,0.912
s_6_.wav,120.185,1283.967,0.334,0.024,2488.242,18.340,5955.406,3780.162,74.427,245.310,182.044,-33.446,76.088,3.643,0.699,0.506,0.574,0.605,0.614,0.654,0.674,1.000,0.699,0.506,0.641,0.487,-173.981,129.129,39.369,35.783,-0.260,29.410,-1.759,21.945,0.852,13.104,1.339,6.467,2.913
c3_4_ldl.wav,120.185,1312.260,0.114,0.060,2996.175,16.473,6545.877,3722.838,101.196,64.501,12.844,115.445,5.853,2.602,0.832,0.661,0.578,0.676,0.909,0.883,0.711,0.931,0.854,1.000,0.812,0.860,-136.528,139.292,-20.640,34.929,-13.966,18.243,-11.703,15.389,-2.296,7.004,-5.936,10.331,-1.149
c5_5_bfr.wav,123.047,1252.924,0.126,0.059,3147.694,16.700,7202.065,3882.411,195.758,16.275,-101.418,106.221,4.898,34.710,0.709,0.721,0.758,0.691,0.726,0.561,0.436,0.575,0.709,1.000,0.819,0.587,-135.007,132.369,-12.606,39.744,-17.213,23.201,-11.441,16.193,-4.487,4.063,-5.209,7.533,-0.654
x_1_ldl.wav,123.047,1115.328,0.049,0.050,2436.293,18.647,4743.496,3015.156,85.328,31.151,39.512,11.001,28.660,27.393,0.911,0.945,0.972,0.958,0.973,0.655,0.673,0.914,0.908,1.000,0.971,0.834,-291.046,145.533,-33.364,20.866,-20.537,10.453,-19.906,-5.405,-4.739,-6.471,-15.304,-4.099,-1.500
s_1_.wav,123.047,1298.601,0.297,0.066,3502.485,18.513,7439.347,4044.545,99.051,144.334,109.828,-161.543,27.006,-70.098,0.700,0.707,0.927,0.684,0.449,0.416,0.437,0.919,0.825,0.889,1.000,0.871,-102.954,116.768,18.314,52.507,-18.781,28.094,-4.779,11.309,-4.486,5.797,-1.207,7.163,-3.450
c6_2_bfr.wav,129.199,1353.504,0.071,0.041,2522.119,16.236,5377.534,3359.908,-81.203,29.035,-244.305,-87.887,65.940,3.205,0.637,0.762,0.546,0.522,0.613,0.758,0.693,0.555,0.628,0.854,1.000,0.543,-215.683,146.176,-25.418,37.999,-2.707,20.852,-1.565,17.802,4.306,10.624,4.910,6.739,2.206
c7_2_bfr.wav,123.047,1239.212,0.058,0.020,1325.375,15.945,2595.084,2260.518,277.808,71.930,-20.499,53.995,67.014,20.520,0.473,0.452,0.498,0.445,0.615,0.503,0.484,0.873,0.720,1.000,0.715,0.558,-342.510,166.841,8.216,38.621,18.813,16.815,6.550,11.234,10.772,7.319,8.575,2.902,3.113
s_8_.wav,120.185,1289.647,0.241,0.033,1935.477,17.311,3895.651,2659.327,12.578,0.824,-23.955,38.144,33.235,1.349,0.502,0.573,0.624,0.567,0.601,0.545,0.636,0.888,1.000,0.982,0.734,0.548,-170.071,161.149,1.173,44.005,-5.884,14.969,11.424,4.344,2.765,9.077,-3.738,5.166,5.936
c3_2_ldl.wav,120.185,1296.966,0.112,0.071,3451.461,16.368,7672.070,3991.559,78.105,36.223,69.597,-51.635,3.034,7.335,0.773,0.571,0.784,0.885,0.932,0.871,0.933,1.000,0.894,0.903,0.974,0.854,-155.272,123.443,-11.701,38.616,-18.602,29.523,-11.585,15.300,-8.828,9.566,-1.771,13.096,-0.287
c3_6_ldl.wav,120.185,1274.713,0.104,0.041,2627.854,15.961,6166.013,3664.984,182.837,26.763,-41.401,104.074,38.533,66.554,0.789,0.731,0.603,0.548,0.586,0.511,0.550,0.824,0.736,1.000,0.774,0.627,-179.892,147.372,-4.595,41.368,-10.745,25.863,-10.318,15.446,-6.063,10.640,-2.601,5.767,1.437
s_9_.wav,123.047,1329.429,0.253,0.063,3991.331,18.454,8695.931,4581.537,-57.736,164.462,-35.919,121.707,-20.423,8.073,0.776,0.628,0.572,0.716,0.768,1.000,0.839,0.824,0.792,0.692,0.578,0.474,-92.537,101.835,3.895,37.792,0.659,30.619,10.919,15.727,6.523,3.484,-0.662,-0.306,-5.389
c5_3_bfr.wav,123.047,1279.959,0.122,0.045,3142.735,16.543,7537.004,4192.065,211.809,9.493,27.775,276.601,6.817,58.424,0.845,0.576,0.467,0.407,0.714,0.552,0.402,0.659,0.647,1.000,0.668,0.562,-156.732,123.899,8.314,48.677,-13.397,17.652,-2.358,16.925,1.941,5.716,1.134,9.110,-0.837
s_14_.wav,123.047,1398.901,0.302,0.034,2140.240,17.374,4496.123,2903.349,-25.681,-116.954,-9.861,295.442,116.279,-12.275,0.134,0.228,0.188,0.578,1.000,0.656,0.358,0.267,0.173,0.154,0.151,0.121,-123.071,159.532,-33.346,33.596,-2.729,10.823,-5.943,3.609,11.499,-1.325,1.174,5.436,6.585
c5_1_bfr.wav,123.047,1292.955,0.069,0.051,3333.158,16.631,7901.261,4347.348,292.502,138.841,-87.832,299.859,37.593,95.306,0.959,0.610,0.461,0.402,0.679,0.522,0.376,0.579,0.566,1.000,0.667,0.555,-194.598,123.031,6.280,42.372,-11.395,13.020,-4.635,15.110,1.783,3.642,1.457,8.290,-2.072
c7_1_bfr.wav,123.047,1268.315,0.024,0.092,3873.728,15.331,7531.663,3935.611,3.436,9.986,-37.319,13.501,15.363,7.497,0.513,0.426,0.303,0.251,0.278,0.287,0.391,0.623,0.801,1.000,0.880,0.656,-373.581,102.743,-9.747,31.407,-23.594,5.715,-4.597,2.665,1.606,6.981,1.131,6.676,0.453
c5_4_bfr.wav,123.047,1247.253,0.110,0.071,3686.625,15.973,8182.884,4089.672,162.278,21.857,41.631,13.586,15.375,-15.776,0.635,0.565,0.778,0.674,0.872,0.714,0.761,1.000,1.000,0.999,0.778,0.706,-149.351,116.077,-13.754,47.013,-15.152,28.060,-9.708,19.969,-4.043,13.339,3.239,11.011,-0.299
x_1_bfr.wav,123.047,1408.892,0.084,0.059,2600.840,16.820,5202.485,2994.115,-32.015,-35.140,-52.937,120.310,-12.804,23.739,0.931,0.912,0.773,0.783,0.609,0.504,0.495,0.661,1.000,0.966,0.791,0.851,-273.103,117.812,-38.619,33.883,30.594,28.077,-1.223,22.397,14.386,10.602,7.066,7.154,-2.919
s_10_.wav,120.185,1347.293,0.284,0.039,2267.898,18.700,4869.562,2755.607,107.343,166.592,105.488,-20.842,34.009,19.097,0.595,0.527,0.839,0.971,1.000,0.882,0.730,0.861,0.668,0.572,0.547,0.417,-117.128,156.708,-26.578,45.952,8.661,24.980,1.212,6.649,1.101,4.790,6.168,9.767,-3.184
c3_3_ldl.wav,120.185,1295.555,0.108,0.058,3033.171,16.481,6819.917,3749.818,89.554,12.771,54.472,-2.933,-11.331,2.922,0.776,0.593,0.743,0.753,0.902,0.921,1.000,0.975,0.847,0.830,0.663,0.765,-169.794,134.423,-10.086,42.475,-18.171,25.695,-10.786,11.837,-4.734,8.430,-1.346,6.585,-0.949
c4_1_bfr.wav,126.048,1282.759,0.119,0.085,4120.810,15.946,9276.411,4349.017,38.369,53.846,-68.504,1.694,41.433,33.888,0.728,0.633,0.652,0.756,0.841,0.668,0.510,0.438,0.486,0.851,1.000,0.756,-141.841,98.270,-14.884,50.781,-12.164,27.124,-6.935,19.845,-4.232,16.769,-1.943,10.600,2.200
