track_name,bpm,onset_rate,onset_strength_mean,onset_strength_std,zcr_mean,zcr_std,spec_cent_mean,spec_cent_std,spec_contrast_mean,spec_contrast_std,spec_rolloff_mean,spec_rolloff_std,spec_bandwidth_mean,spec_bandwidth_std,spectral_flatness_mean,spectral_flatness_std,tonnetz_mean_1,tonnetz_std_1,tonnetz_mean_2,tonnetz_std_2,tonnetz_mean_3,tonnetz_std_3,tonnetz_mean_4,tonnetz_std_4,tonnetz_mean_5,tonnetz_std_5,tonnetz_mean_6,tonnetz_std_6,C,C#,D,D#,E,F,F#,G,G#,A,A#,B,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,mfcc_mean_13,mfcc_std_13
1866.mp3,126.048,1979.404,0.823,0.365,0.047,0.017,1290.604,214.329,20.018,8.205,2507.929,298.178,1049.021,95.139,0.000002,0.000035,0.089,0.079,-0.007,0.082,0.002,0.136,0.056,0.128,0.012,0.037,-0.044,0.041,0.514,0.338,0.590,0.576,0.542,1.000,0.389,0.599,0.787,0.470,0.510,0.344,248.895,15.214,-38.192,14.116,-53.101,15.336,39.786,9.073,11.042,8.106,-44.864,9.299,-17.088,7.410,10.457,7.155,-17.129,6.441,-29.044,6.665,-5.561,5.445,-3.279,5.510
1318.mp3,143.555,1914.150,1.150,1.100,0.020,0.018,1481.172,672.669,20.197,9.918,3136.125,1430.953,2054.725,404.476,0.000025,0.000092,-0.175,0.137,-0.025,0.095,0.189,0.159,-0.037,0.116,-0.006,0.043,0.062,0.080,0.312,0.331,0.355,1.000,0.468,0.276,0.398,0.339,0.388,0.273,0.371,0.419,176.509,23.080,-29.891,27.482,47.757,22.631,16.222,16.632,10.259,14.430,13.624,12.060,4.609,11.302,12.071,7.532,3.407,8.001,6.649,8.091,3.220,7.564,6.052,6.945
1698.mp3,139.675,1974.365,0.997,0.736,0.026,0.014,1363.520,521.691,17.918,8.762,2685.328,1287.780,1875.463,454.045,0.000039,0.000125,-0.028,0.082,0.001,0.112,-0.051,0.083,-0.026,0.123,0.002,0.036,0.035,0.056,0.959,0.878,0.760,0.684,0.620,0.738,1.000,0.713,0.709,0.803,0.865,0.620,189.952,18.817,-16.991,31.401,24.378,21.603,17.851,13.796,0.168,10.286,2.060,9.869,1.323,10.259,-4.504,9.460,-1.680,7.429,-1.554,7.805,-3.796,8.797,2.220,7.301
1420.mp3,139.675,1973.808,0.887,0.593,0.033,0.029,1893.917,937.749,21.380,8.987,3824.110,2275.787,2823.312,699.212,0.000103,0.000219,0.181,0.123,-0.131,0.146,-0.097,0.175,0.098,0.159,0.066,0.066,-0.017,0.058,0.225,0.615,0.512,0.313,1.000,0.604,0.481,0.533,0.401,0.740,0.364,0.355,152.378,25.544,-0.990,25.034,32.971,16.077,0.224,22.725,18.772,12.730,-10.776,16.116,15.906,11.780,-1.597,9.505,-3.026,9.562,-5.668,8.457,-8.178,9.289,-8.119,7.376
1522.mp3,105.469,1889.968,1.305,0.929,0.084,0.064,3503.502,1229.912,19.685,12.073,7344.856,1934.985,3611.213,515.108,0.000601,0.000785,-0.031,0.049,-0.002,0.048,-0.018,0.055,-0.008,0.063,0.005,0.021,-0.003,0.022,0.789,0.783,0.593,0.550,0.551,0.699,0.855,0.866,0.991,0.967,1.000,0.843,127.958,26.935,-32.126,22.034,49.290,17.706,-19.661,17.338,31.040,16.562,-15.140,12.893,10.569,15.285,-7.947,10.921,12.278,9.953,-10.960,10.288,5.973,9.819,-4.561,8.598
1635.mp3,129.199,1826.806,1.191,1.421,0.091,0.084,3631.372,1712.031,18.958,11.386,7690.065,3217.815,3798.130,827.481,0.001028,0.001934,0.039,0.062,0.030,0.064,0.020,0.069,0.036,0.063,0.004,0.023,0.006,0.026,1.000,0.915,0.897,0.861,0.901,0.690,0.625,0.893,0.820,0.896,0.700,0.703,122.891,38.113,-24.373,18.880,45.902,16.101,-5.859,16.835,28.320,12.605,-17.337,11.359,17.437,12.575,-11.259,9.621,13.093,10.246,-6.489,8.155,5.088,7.354,-2.483,7.260
461.mp3,139.675,2151.768,0.797,1.091,0.027,0.026,1833.120,504.493,19.860,11.868,4295.003,990.747,2137.687,245.229,0.001070,0.032156,-0.088,0.104,-0.169,0.233,-0.123,0.193,-0.121,0.202,0.002,0.073,0.023,0.101,0.338,0.552,0.339,0.245,0.310,0.575,1.000,0.491,0.379,0.263,0.315,0.362,196.827,26.447,-66.756,28.628,67.029,12.695,9.803,7.823,-5.135,10.566,35.077,10.537,-17.650,11.033,12.832,7.850,5.392,7.271,-13.871,7.022,16.731,7.030,-6.147,7.004
612.mp3,120.185,1906.553,1.062,0.651,0.074,0.023,2513.001,378.093,21.350,10.546,5116.565,611.142,2564.846,252.664,0.001359,0.035285,0.272,0.084,-0.023,0.106,0.149,0.096,-0.025,0.126,0.001,0.049,-0.044,0.034,0.349,0.186,0.751,0.435,0.784,0.366,0.379,1.000,0.579,0.727,0.343,0.815,154.360,14.308,-56.124,11.332,54.113,8.355,-27.742,12.186,-7.293,7.647,-11.019,9.921,-6.561,6.776,-14.756,8.511,-18.202,6.919,-9.914,7.019,-15.826,7.134,-3.888,6.854
854.mp3,135.999,2004.451,1.045,0.932,0.033,0.037,1979.316,1107.648,23.094,8.510,3830.046,2656.432,2897.043,767.330,0.001187,0.032179,0.074,0.192,0.263,0.211,-0.117,0.225,0.084,0.281,-0.050,0.099,0.047,0.114,1.000,0.518,0.458,0.237,0.248,0.627,0.350,0.294,0.184,0.458,0.446,0.386,142.343,31.943,5.191,26.540,26.648,25.622,-2.076,17.705,11.613,13.373,-20.210,19.560,4.285,11.798,-14.205,12.422,-5.433,9.535,-7.937,9.991,-9.000,9.610,-5.456,9.464
1069.mp3,103.359,1921.353,1.214,1.292,0.098,0.023,2777.990,653.513,19.554,10.390,4561.517,1428.090,2299.857,517.387,0.000231,0.000260,0.054,0.062,-0.024,0.049,0.020,0.048,0.008,0.086,0.011,0.031,-0.022,0.025,0.446,0.460,0.774,0.694,1.000,0.715,0.380,0.416,0.373,0.354,0.352,0.470,149.420,30.151,-89.255,11.879,35.909,21.375,10.480,23.017,16.464,14.270,-8.547,11.545,14.218,10.924,0.892,8.527,5.448,8.729,-3.775,6.806,2.332,8.018,7.688,10.329
1426.mp3,99.384,1936.889,1.282,1.072,0.068,0.035,3015.721,1127.468,19.852,11.762,6409.467,2705.852,3524.942,773.376,0.000425,0.000533,0.011,0.086,0.087,0.091,-0.065,0.122,-0.008,0.089,0.008,0.047,-0.006,0.033,0.726,0.663,0.613,0.483,0.587,1.000,0.860,0.857,0.671,0.800,0.783,0.562,140.532,26.104,-28.795,18.720,36.179,16.343,-7.646,16.427,36.835,12.557,-15.421,11.368,13.013,10.407,-7.181,8.430,8.849,9.117,-4.849,9.562,10.600,8.894,-2.952,8.382
1761.mp3,112.347,1886.498,1.165,1.191,0.061,0.034,2656.926,679.291,19.457,11.258,5652.994,1183.521,2984.248,377.359,0.000280,0.000359,-0.008,0.061,0.001,0.056,-0.011,0.065,-0.026,0.070,-0.003,0.029,-0.007,0.026,0.512,0.806,1.000,0.901,0.706,0.619,0.570,0.572,0.633,0.605,0.513,0.471,141.926,21.738,-40.743,18.891,60.353,12.997,-14.290,13.353,18.920,9.354,1.412,10.827,12.799,7.491,0.391,8.774,7.206,7.247,3.806,7.491,3.051,6.790,3.485,6.339
136.mp3,123.047,2115.229,1.247,1.192,0.075,0.057,3435.490,1568.638,20.072,12.153,7743.227,3507.011,3802.101,1022.497,0.001434,0.032096,-0.076,0.075,-0.030,0.035,-0.026,0.079,0.099,0.047,-0.024,0.020,0.008,0.024,0.353,0.399,0.346,0.571,0.420,0.274,0.221,0.331,1.000,0.996,0.661,0.453,122.334,33.986,-9.605,19.039,57.804,19.385,-14.497,14.898,31.681,13.059,-11.142,14.646,27.225,14.149,-4.202,15.355,14.647,12.063,-0.852,13.772,7.041,9.749,2.867,9.020
429.mp3,172.266,1943.050,0.886,1.661,0.010,0.003,328.920,136.295,19.449,6.567,566.226,288.085,543.777,138.873,0.001251,0.034898,-0.287,0.121,0.089,0.187,-0.002,0.274,0.113,0.278,-0.011,0.111,-0.001,0.097,0.684,0.601,0.320,0.788,0.402,0.559,0.256,0.375,1.000,0.519,0.681,0.366,194.840,27.261,103.913,26.614,35.175,28.041,7.790,11.686,2.925,10.727,6.119,7.332,10.631,7.722,10.148,7.327,4.935,7.285,0.379,6.577,-1.579,5.934,-2.119,5.284
144.mp3,120.185,1835.326,0.892,0.413,0.043,0.019,1636.702,503.739,23.341,8.089,3080.419,976.011,2107.955,447.014,0.001219,0.033534,0.286,0.105,0.252,0.148,0.314,0.175,-0.003,0.133,0.067,0.062,-0.092,0.073,0.220,0.120,0.329,0.196,0.211,0.177,0.150,1.000,0.593,0.247,0.127,0.227,161.643,24.866,-18.768,17.573,19.157,14.044,7.263,12.207,-2.016,10.065,-8.483,9.049,-3.022,9.036,-2.962,11.865,0.054,11.218,-0.840,10.208,-1.060,8.779,-4.889,12.195
262.mp3,132.512,1721.386,0.690,1.108,0.030,0.011,1167.586,485.571,21.505,6.974,1853.386,1313.421,1821.872,770.366,0.000909,0.028073,0.117,0.155,0.239,0.186,0.103,0.200,0.168,0.231,0.037,0.087,0.014,0.095,1.000,0.374,0.312,0.208,0.478,0.422,0.270,0.691,0.359,0.276,0.301,0.474,189.484,42.098,21.734,34.526,-7.894,13.022,5.860,9.458,3.779,9.398,-2.262,7.706,-4.144,7.161,-0.458,7.155,1.804,7.628,-0.309,7.388,-3.810,7.596,-5.147,9.428
1938.mp3,112.347,1877.684,1.030,0.396,0.058,0.016,2735.268,403.467,18.890,11.623,5388.295,948.188,2900.349,357.072,0.000201,0.000184,0.085,0.102,-0.027,0.047,-0.093,0.104,0.037,0.047,0.009,0.028,0.015,0.048,0.564,0.678,0.663,0.642,0.868,0.794,0.494,0.436,0.480,1.000,0.754,0.661,143.196,13.695,-68.523,8.089,57.636,7.245,2.207,9.414,38.034,7.482,-1.070,7.803,28.101,7.006,5.496,7.694,10.459,5.992,5.100,6.039,1.435,5.536,2.416,5.210
1870.mp3,109.957,1712.345,1.064,1.418,0.068,0.040,3130.960,1305.588,20.259,10.852,6849.686,3142.224,3560.447,1028.013,0.000518,0.000472,0.124,0.088,-0.049,0.098,0.054,0.075,0.026,0.132,0.005,0.051,-0.011,0.039,0.655,0.421,0.743,0.532,1.000,0.643,0.730,0.738,0.462,0.505,0.399,0.893,132.239,27.118,-16.955,32.007,41.763,24.426,-18.996,17.594,24.940,16.911,-13.473,16.641,12.376,12.161,-17.887,11.305,5.981,11.296,-12.069,8.604,5.118,9.791,-6.821,6.995
1827.mp3,109.957,1986.114,1.048,0.460,0.064,0.021,3130.792,566.761,19.477,12.060,6667.321,1364.138,3261.942,451.450,0.000318,0.000251,0.046,0.119,0.087,0.136,-0.093,0.162,0.057,0.086,-0.007,0.053,0.022,0.058,1.000,0.718,0.482,0.418,0.597,0.872,0.652,0.641,0.556,0.859,0.753,0.683,132.987,16.594,-57.331,10.575,63.157,10.449,-7.047,8.837,38.661,6.928,-15.423,7.403,13.925,9.241,0.853,8.194,9.402,8.267,1.357,7.537,5.364,6.188,-0.765,5.607
987.mp3,151.999,1628.021,1.129,0.624,0.064,0.025,2211.519,311.577,18.618,10.980,4021.029,526.428,2113.468,368.107,0.001230,0.033354,0.014,0.041,0.003,0.038,0.022,0.044,-0.010,0.056,0.002,0.020,0.003,0.019,0.671,0.713,0.964,1.000,0.923,0.688,0.709,0.702,0.693,0.729,0.737,0.693,179.989,17.356,-75.579,20.904,43.677,11.806,19.364,10.543,-6.725,10.366,0.774,10.185,10.069,9.420,10.709,9.182,13.728,8.281,-1.907,6.343,6.094,6.403,8.258,5.999
1240.mp3,107.666,2042.504,0.838,0.773,0.035,0.024,1621.301,780.866,21.411,9.052,3330.274,1993.091,2355.322,609.133,0.000062,0.000128,0.237,0.130,0.173,0.203,0.196,0.233,-0.058,0.229,0.026,0.117,-0.036,0.087,0.536,0.369,0.750,0.456,0.337,0.263,0.385,1.000,0.457,0.312,0.231,0.444,155.097,24.938,5.278,29.590,37.449,18.525,-0.524,20.258,5.174,14.309,14.009,9.614,5.933,11.302,3.007,9.541,4.077,10.210,-0.496,9.646,2.764,9.523,8.593,8.801
1151.mp3,120.185,1929.720,1.005,0.564,0.057,0.013,2014.282,185.519,20.066,10.616,3776.583,251.620,2109.621,136.030,0.000051,0.000034,0.252,0.073,0.106,0.067,-0.146,0.100,-0.058,0.077,-0.028,0.041,0.040,0.039,0.382,0.258,0.764,0.405,0.373,0.348,0.218,0.349,0.265,1.000,0.481,0.246,188.089,9.892,-76.344,7.033,43.487,6.036,8.611,8.686,16.755,7.822,-4.794,7.366,10.962,5.343,-7.475,5.380,6.224,6.038,-7.171,5.938,-4.598,6.455,-3.730,5.869
190.mp3,126.048,1464.000,0.665,0.290,0.042,0.018,1382.761,305.279,21.917,7.970,2634.817,577.683,1451.590,245.425,0.001217,0.033965,0.493,0.136,0.093,0.136,-0.282,0.136,-0.159,0.161,-0.063,0.064,0.071,0.079,0.146,0.139,0.767,0.270,0.264,0.232,0.250,0.203,0.140,1.000,0.366,0.127,173.168,15.769,-35.388,17.419,-10.448,14.453,13.739,7.287,-17.200,9.135,-21.019,7.204,-10.917,6.824,-12.670,9.190,-19.878,6.987,-15.217,6.089,-11.367,6.425,-14.748,7.448
964.mp3,105.469,1958.073,1.164,0.706,0.072,0.013,2240.534,350.121,19.879,10.781,4107.289,741.445,2145.920,414.746,0.001315,0.033949,0.050,0.062,-0.072,0.069,0.005,0.098,0.030,0.087,0.014,0.031,-0.004,0.029,0.535,0.685,0.654,0.665,1.000,0.649,0.592,0.594,0.620,0.761,0.563,0.740,181.959,19.273,-74.424,12.135,27.071,9.573,3.503,13.324,-2.127,13.529,-12.012,9.002,6.750,7.666,-7.532,6.409,-2.333,6.107,2.950,6.106,-9.289,6.087,-4.264,5.864
1396.mp3,95.339,1933.900,1.433,1.847,0.060,0.041,3388.249,1304.208,18.734,11.989,7842.091,3042.493,4036.073,830.356,0.000246,0.000339,-0.004,0.053,0.007,0.055,-0.041,0.078,-0.028,0.069,0.021,0.024,-0.026,0.022,0.637,0.975,1.000,0.578,0.539,0.700,0.707,0.903,0.873,0.619,0.704,0.651,131.339,25.520,-14.801,23.968,62.578,20.675,-11.282,15.910,33.263,13.349,-8.723,14.193,25.321,10.525,-9.114,9.193,12.417,8.009,-3.956,7.387,3.586,7.185,1.722,6.613
485.mp3,112.347,1194.093,0.757,0.603,0.020,0.006,596.005,163.567,20.153,7.206,1089.628,370.694,693.756,164.931,0.001109,0.032454,0.109,0.211,-0.451,0.098,-0.093,0.253,0.070,0.335,0.040,0.137,-0.042,0.123,0.381,1.000,0.702,0.232,0.978,0.447,0.854,0.416,0.586,0.560,0.219,0.695,251.962,24.800,31.226,23.335,-14.211,10.731,20.598,10.617,13.752,7.609,1.854,7.525,6.249,6.454,0.721,6.328,-5.907,7.080,-0.956,6.080,2.761,6.719,0.339,7.601
518.mp3,123.047,1936.530,0.961,0.514,0.032,0.008,1127.724,224.915,18.437,7.727,1825.901,451.812,1434.303,337.578,0.001260,0.034730,0.158,0.067,0.153,0.044,-0.108,0.045,-0.141,0.064,-0.089,0.029,-0.010,0.023,0.305,0.277,1.000,0.470,0.210,0.458,0.182,0.171,0.170,0.423,0.245,0.184,238.571,17.213,-32.283,10.532,1.850,9.614,-2.989,7.365,0.465,7.954,13.748,8.024,8.637,6.603,-7.466,5.934,2.627,6.941,-4.402,5.682,-10.006,7.003,-6.749,6.416
995.mp3,120.185,1817.036,0.982,0.647,0.078,0.029,3003.452,814.849,18.892,11.168,6289.572,1984.887,3353.821,671.449,0.001740,0.033519,0.105,0.083,-0.040,0.136,0.191,0.108,-0.017,0.109,0.005,0.057,-0.041,0.042,0.605,0.242,0.347,0.402,0.432,0.449,0.536,1.000,0.858,0.389,0.327,0.687,154.036,23.612,-46.674,9.697,49.096,11.071,-26.239,10.727,25.994,9.568,-20.271,8.224,15.100,8.058,-16.093,8.736,17.169,7.463,-9.514,7.544,5.402,6.596,-6.045,7.497
18.mp3,92.285,1834.593,1.032,0.804,0.049,0.044,2313.777,1122.360,21.141,9.716,5104.024,2091.692,2816.570,669.772,0.001429,0.035051,0.142,0.097,-0.111,0.115,0.080,0.143,0.111,0.128,0.028,0.059,-0.039,0.055,0.351,0.183,0.253,0.331,1.000,0.502,0.331,0.349,0.309,0.356,0.382,0.671,156.338,29.602,-18.081,16.352,62.120,19.311,-15.782,16.695,10.655,12.518,0.387,10.108,5.401,11.632,-2.277,9.074,-8.301,11.124,-5.554,11.191,3.802,9.344,-0.683,11.080
1692.mp3,129.199,1686.184,0.958,1.054,0.028,0.018,1346.743,825.051,19.907,8.140,2590.084,2035.342,1894.607,891.519,0.000057,0.000123,-0.095,0.150,0.105,0.137,-0.098,0.143,0.066,0.179,-0.030,0.103,-0.015,0.068,1.000,0.844,0.846,0.561,0.280,0.742,0.458,0.514,0.962,0.693,0.607,0.378,180.784,21.935,3.368,38.522,28.640,21.863,2.176,16.890,12.173,11.598,-5.199,9.346,2.014,10.733,-7.547,6.897,-2.533,7.844,0.442,6.554,-0.653,6.715,-1.018,6.378
1726.mp3,120.185,2049.316,0.998,1.181,0.026,0.019,1890.316,1037.890,19.820,9.115,4264.158,2861.033,2871.177,970.966,0.000178,0.000380,-0.212,0.179,0.111,0.133,0.126,0.226,0.038,0.135,-0.009,0.058,0.056,0.096,0.509,0.363,0.305,1.000,0.530,0.549,0.443,0.605,0.771,0.525,0.584,0.411,142.746,24.186,15.618,21.710,35.309,18.653,8.666,16.553,22.259,12.485,8.290,9.642,9.017,8.827,2.846,8.534,-0.519,8.213,-3.781,6.929,-1.959,7.392,-1.456,6.196
280.mp3,114.844,2229.900,0.672,0.340,0.033,0.008,879.297,100.976,22.389,8.430,1529.701,264.573,738.636,99.616,0.000777,0.027800,0.037,0.115,-0.007,0.122,0.077,0.154,0.071,0.172,0.001,0.061,-0.003,0.062,0.940,0.840,0.483,0.493,0.580,0.535,0.460,0.523,0.405,0.260,0.356,1.000,231.838,19.610,28.502,7.788,-51.115,9.031,-2.258,10.850,34.048,11.500,1.365,8.903,-29.397,8.674,-12.109,7.041,5.015,6.708,-10.237,6.277,-17.849,6.044,1.746,7.006
247.mp3,132.512,1832.556,0.913,0.668,0.050,0.021,2075.406,807.406,22.206,9.694,4566.775,2210.807,2751.598,1042.599,0.000615,0.022691,0.186,0.094,0.140,0.104,-0.196,0.109,0.129,0.077,-0.009,0.038,0.047,0.054,0.700,0.342,0.233,0.178,0.605,0.915,0.386,0.365,0.250,1.000,0.519,0.398,155.056,32.737,-5.033,12.504,34.026,22.620,-12.167,13.055,3.539,12.576,-14.420,12.997,3.759,10.120,-10.377,9.990,-0.130,7.130,-9.443,10.384,0.639,11.013,-5.999,8.098
1905.mp3,132.512,1695.750,0.984,0.423,0.071,0.018,2312.265,420.530,19.120,11.042,4450.984,824.322,2244.423,299.941,0.000109,0.000099,0.001,0.065,-0.026,0.077,0.009,0.083,0.021,0.071,0.021,0.025,-0.005,0.027,0.614,0.644,0.727,0.676,1.000,0.790,0.613,0.631,0.723,0.762,0.807,0.864,188.604,16.779,-83.133,17.721,46.865,12.674,-28.443,11.078,5.093,10.109,-9.322,9.859,2.517,6.892,2.752,7.730,-2.192,6.537,0.622,7.143,-10.321,5.447,0.990,5.574
1238.mp3,132.512,2020.853,1.126,1.065,0.061,0.023,2612.104,780.681,19.638,10.677,5207.696,2139.048,3120.380,758.675,0.000288,0.000271,0.107,0.108,0.071,0.124,-0.001,0.119,0.034,0.127,-0.013,0.049,0.005,0.032,1.000,0.659,0.915,0.691,0.948,0.938,0.783,0.984,0.712,0.881,0.622,0.712,156.004,23.142,-47.060,21.268,33.004,13.705,-2.788,17.911,38.720,14.079,-13.097,11.901,17.947,9.167,-7.457,10.051,14.446,8.683,-6.933,8.230,7.715,7.503,2.575,8.359
1994.mp3,143.555,1946.497,0.929,0.762,0.025,0.014,1416.248,466.864,20.151,9.345,2830.938,1154.985,2199.228,538.968,0.000041,0.000065,0.036,0.176,0.099,0.113,0.063,0.135,-0.071,0.208,-0.019,0.061,0.034,0.063,0.730,0.543,1.000,0.905,0.434,0.267,0.358,0.487,0.405,0.578,0.679,0.575,168.514,16.229,-10.083,19.743,30.192,13.184,16.009,13.093,24.279,12.026,11.995,8.854,6.685,9.518,10.779,8.595,4.079,8.044,0.684,7.796,-4.303,6.851,-3.534,6.739
