track_name,bpm,onset_rate,rmse,zcr,spctrl_cent,spctrl_cont,spctrl_roll,spctrl_band,tonnetz1,tonnetz2,tonnetz3,tonnetz4,tonnetz5,tonnetz6,C,C#,D,D#,E,F,F#,G,G#,A,A#,B,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13
1939.mp3,97.509,1899.792,0.135,0.009,601.025,19.225,812.106,1385.694,-399.985,-40.932,-594.488,-447.203,127.741,-130.379,0.521,0.996,0.802,0.374,0.351,0.837,0.938,0.585,0.473,0.535,1.000,0.663,-339.037,181.186,35.120,39.765,24.319,11.127,20.574,15.817,11.446,8.311,4.583,-1.854,-2.260
175.mp3,112.347,1058.167,0.074,0.078,2408.828,24.367,4303.806,2210.002,792.617,96.247,-109.842,10.034,39.275,21.468,0.575,0.507,0.664,0.537,0.777,0.657,0.455,0.726,0.413,1.000,0.636,0.757,-253.602,124.214,-75.924,14.346,-0.046,2.034,3.695,6.989,-9.224,-1.278,4.454,-6.645,-0.112
1320.mp3,103.359,2056.773,0.123,0.064,3971.934,18.031,10130.022,4636.981,-65.789,215.378,-0.391,538.160,161.501,60.496,0.986,1.000,0.574,0.539,0.594,0.438,0.361,0.581,0.500,0.338,0.331,0.431,-123.012,125.964,-14.135,53.868,-16.825,41.694,-22.932,32.550,-17.942,23.232,-11.706,12.526,-6.471
1789.mp3,114.844,1705.265,0.087,0.031,1721.255,20.010,3765.310,2454.602,178.845,55.022,118.176,-108.463,42.447,0.789,0.575,0.579,0.640,0.501,0.437,0.501,0.603,1.000,0.682,0.534,0.429,0.455,-278.476,159.612,8.659,44.185,16.105,12.635,1.153,11.694,1.256,3.177,-0.388,-2.098,-8.026
747.mp3,166.709,1667.912,0.047,0.023,827.268,21.199,1292.763,1179.024,601.007,1231.315,-423.185,-710.360,119.569,-84.816,0.510,0.221,0.765,0.285,0.290,0.371,0.144,0.374,0.184,0.672,1.000,0.329,-391.618,195.650,31.203,-10.482,6.582,2.805,-6.925,-8.288,-5.529,-3.379,-3.439,-4.289,-7.336
1592.mp3,95.703,1942.617,0.072,0.116,4550.081,19.805,9459.737,4207.559,86.602,52.171,-147.946,-100.904,-20.821,-7.453,0.493,0.601,0.876,0.789,0.715,0.786,0.789,0.852,0.930,1.000,0.896,0.590,-182.213,100.708,-34.367,48.722,-19.838,40.266,-14.916,29.515,-7.809,23.631,-8.862,11.901,-5.966
7.mp3,120.185,2001.705,0.267,0.013,1268.679,18.993,2818.903,2234.496,441.398,99.206,207.680,1.907,-9.140,-152.617,0.664,0.433,0.833,0.658,1.000,0.968,0.718,0.884,0.610,0.555,0.597,0.909,-208.911,156.988,-2.480,62.611,13.259,27.920,20.397,12.312,10.174,2.517,0.895,-1.296,3.176
1878.mp3,117.454,2161.010,0.084,0.049,2419.880,18.990,5149.886,2983.609,63.674,-171.070,-129.553,-34.141,-19.106,46.465,0.603,0.697,0.718,0.629,0.845,0.806,1.000,0.579,0.610,0.830,0.675,0.683,-219.166,144.740,-20.019,45.951,-2.064,18.857,-5.109,4.389,2.368,7.012,3.774,6.563,1.108
1391.mp3,161.499,1911.907,0.099,0.045,1862.654,19.130,3713.978,2249.725,306.100,-112.266,-231.132,158.802,58.652,44.899,0.391,0.407,0.431,0.418,0.620,0.375,0.359,0.504,0.669,1.000,0.667,0.480,-190.311,191.447,-49.709,31.438,-7.221,17.565,7.283,8.548,6.431,7.091,5.798,6.876,-1.150
282.mp3,97.509,1878.688,0.081,0.059,2083.466,21.105,3959.334,2479.695,-453.103,-71.333,43.312,-26.147,-5.185,-94.663,0.669,0.656,0.660,0.786,0.867,0.957,0.952,0.804,1.000,0.610,0.894,0.881,-215.728,169.151,-40.991,39.931,8.393,17.801,-25.078,7.482,2.161,-6.843,10.643,1.672,-0.766
1516.mp3,92.285,1974.215,0.112,0.052,2834.123,19.929,6175.035,3545.725,-173.212,27.736,-269.473,45.392,-101.608,-52.722,0.258,0.331,0.346,0.446,0.621,1.000,0.826,0.554,0.567,0.417,0.298,0.287,-273.407,121.648,37.020,48.248,-1.372,39.587,-0.739,21.421,-2.938,3.152,-0.335,-0.597,0.215
333.mp3,126.048,1947.507,0.108,0.061,2230.003,19.024,4101.567,2501.743,183.163,85.973,-43.276,60.388,-8.928,6.605,1.000,0.827,0.906,0.741,0.833,0.766,0.624,0.733,0.627,0.734,0.649,0.685,-151.042,174.075,-59.688,41.004,-2.038,22.416,-15.848,10.977,1.529,4.089,-8.223,-7.526,2.556
1883.mp3,147.656,1940.307,0.088,0.039,1877.960,19.852,3523.890,2719.221,-435.753,12.764,-351.147,279.440,-77.996,-81.950,0.597,0.645,0.429,0.437,0.447,0.833,0.647,0.528,1.000,0.795,0.659,0.528,-257.652,152.474,-14.966,39.359,3.452,26.767,-0.450,24.133,4.342,8.739,-1.095,10.026,5.067
1778.mp3,109.957,1730.310,0.038,0.028,930.840,20.474,1417.291,1411.707,315.566,-676.054,-497.635,-380.120,69.647,-55.531,0.374,1.000,0.966,0.476,0.517,0.343,0.734,0.508,0.548,0.866,0.575,0.679,-387.869,176.667,41.063,-24.253,-16.654,-0.795,-3.642,-12.359,-13.291,-10.131,-9.614,-9.025,-7.363
1903.mp3,120.185,1867.365,0.098,0.058,2444.359,18.581,5023.236,2665.180,-173.869,-109.401,200.306,-152.773,-3.495,4.862,0.441,0.667,0.913,0.876,0.687,0.609,0.910,1.000,0.906,0.617,0.593,0.493,-162.099,169.457,-60.808,61.578,-6.907,13.396,-6.631,12.450,-7.227,8.882,2.491,-3.866,0.255
1578.mp3,93.963,2020.095,0.096,0.048,2301.825,18.166,4868.215,2914.652,-219.242,-66.588,308.274,-52.246,0.503,58.347,0.487,0.561,0.630,1.000,0.717,0.654,0.723,0.675,0.528,0.362,0.431,0.553,-218.284,149.111,-21.674,45.789,-4.197,24.944,0.143,16.123,-1.887,7.448,3.755,3.609,-1.178
1530.mp3,93.963,1940.611,0.076,0.067,2721.751,19.162,5483.178,2874.923,-264.647,213.424,-262.217,-91.839,-70.351,-90.180,0.688,0.654,0.568,0.482,0.500,0.975,0.844,0.736,0.804,0.748,1.000,0.830,-276.876,125.095,-26.729,26.312,13.759,26.530,3.790,11.319,3.088,8.965,1.507,1.464,2.744
2023.mp3,166.709,10699.760,0.154,0.041,2258.047,20.468,4930.010,2995.994,4072.560,1434.820,1318.964,-1455.747,51.250,46.441,0.600,0.454,1.000,0.649,0.588,0.425,0.618,0.912,0.490,0.601,0.467,0.532,-190.000,148.187,2.499,43.168,-4.336,25.733,-8.080,4.598,-5.659,-0.101,-4.043,-0.530,-0.026
676.mp3,156.605,1925.956,0.149,0.056,2622.835,21.543,5739.874,3219.116,283.447,29.081,-313.196,-168.995,-74.512,46.616,0.357,0.298,0.522,0.310,0.260,0.312,0.397,0.425,0.573,1.000,0.738,0.472,-140.292,139.802,-32.411,51.855,-8.575,27.485,-9.047,19.897,-2.074,8.837,-3.045,1.794,-1.371
2028.mp3,123.047,11553.257,0.091,0.043,1803.376,18.958,3628.818,2197.309,3951.758,2477.911,-1595.933,-2401.552,-864.811,-156.921,0.528,0.552,1.000,0.677,0.511,0.653,0.583,0.659,0.473,0.788,0.574,0.420,-219.129,178.906,-24.895,31.614,0.709,11.071,-7.746,1.514,-3.030,3.120,-3.438,-2.909,-2.226
688.mp3,135.999,2045.150,0.151,0.031,1297.178,22.964,2416.705,1623.313,-0.780,529.221,-256.825,574.560,156.348,1.790,1.000,0.746,0.419,0.315,0.613,0.785,0.368,0.496,0.573,0.518,0.729,0.530,-274.689,178.396,-2.414,31.377,8.944,0.100,1.080,0.205,-4.303,-14.168,-5.631,-6.392,-8.040
1928.mp3,120.185,1955.801,0.077,0.057,2485.708,19.134,5265.179,2790.127,208.804,94.942,-158.582,42.133,32.137,-2.753,0.494,0.532,0.622,0.535,0.777,0.755,0.550,0.759,0.641,1.000,0.648,0.563,-196.163,156.007,-50.995,66.636,2.117,26.417,-11.360,8.283,1.451,-4.403,3.660,3.220,-2.040
1196.mp3,126.048,1811.070,0.042,0.015,861.741,18.458,1304.659,1596.180,-357.134,426.992,-722.751,284.349,-279.907,-198.195,0.286,0.261,0.259,0.218,0.287,1.000,0.803,0.403,0.460,0.391,0.206,0.171,-421.270,159.336,31.541,22.068,17.704,10.287,-0.534,-7.068,-1.977,-2.475,-5.603,-4.172,-2.973
964.mp3,105.469,1958.073,0.179,0.072,2240.534,19.879,4107.289,2145.920,193.884,-279.873,19.771,117.412,52.608,-16.824,0.535,0.685,0.654,0.665,1.000,0.649,0.592,0.594,0.620,0.761,0.563,0.740,-97.576,181.959,-74.424,27.071,3.503,-2.127,-12.012,6.750,-7.532,-2.333,2.950,-9.289,-4.264
608.mp3,135.999,1816.667,0.072,0.022,873.951,19.492,1741.136,1060.835,-294.476,901.472,-616.281,418.232,-250.894,5.900,0.438,0.696,0.213,0.304,0.235,0.718,1.000,0.378,0.561,0.432,0.268,0.197,-320.443,225.311,-18.708,-5.493,33.928,1.807,3.744,6.032,-6.837,-0.217,-3.929,-13.659,-9.330
362.mp3,120.185,1972.759,0.171,0.015,1273.804,20.774,2673.634,2325.719,-663.636,135.178,-282.400,162.023,55.805,-206.305,0.544,0.753,0.368,0.299,0.388,0.861,0.631,0.731,1.000,0.471,0.856,0.469,-252.975,143.064,4.832,60.983,18.802,36.573,22.384,12.023,11.197,10.908,9.985,2.600,3.106
1444.mp3,103.359,2003.861,0.091,0.022,1726.995,20.997,3440.207,2916.585,1170.631,-75.600,50.079,14.736,-65.262,103.857,0.843,0.402,0.592,0.427,0.547,0.364,0.348,0.583,0.374,1.000,0.723,0.816,-274.624,149.515,4.128,50.228,2.435,27.008,-6.270,13.385,-6.675,-1.460,-3.262,-1.624,-5.717
851.mp3,143.555,1977.579,0.225,0.033,1787.901,20.920,3663.387,2612.834,449.953,-224.845,66.049,335.823,128.288,-113.990,0.468,0.431,0.493,0.482,1.000,0.698,0.462,0.438,0.348,0.350,0.360,0.522,-152.995,167.421,-8.202,32.492,2.994,19.091,-1.413,1.675,-6.252,-3.994,-8.257,-2.139,-6.082
1043.mp3,166.709,1890.365,0.069,0.055,2412.130,17.413,4789.115,2724.808,83.073,-24.970,-162.758,-119.382,8.253,23.383,0.491,0.613,0.750,0.590,0.560,0.564,0.648,0.705,0.747,1.000,0.773,0.533,-246.533,152.591,-27.391,24.212,-4.158,14.402,-1.408,5.244,-1.739,3.859,1.569,-0.037,0.152
1011.mp3,166.709,1920.822,0.041,0.017,1119.624,18.705,1775.067,2058.767,561.211,-369.244,315.568,218.534,15.765,-82.967,0.773,0.421,0.479,0.396,0.976,0.529,0.424,0.426,0.368,0.509,0.524,1.000,-411.024,143.985,24.264,14.827,17.838,11.150,7.858,3.874,-3.885,-5.174,-8.469,-12.674,-10.427
236.mp3,120.185,2050.660,0.028,0.024,1019.427,17.391,1620.175,1706.492,-30.943,466.577,-283.569,-212.458,-165.134,-66.546,0.631,0.593,0.838,0.825,0.695,1.000,0.782,0.591,0.600,0.694,0.839,0.765,-437.458,170.290,26.519,5.889,18.153,8.420,3.341,-1.953,-6.033,-0.322,3.516,2.461,2.017
1522.mp3,105.469,1889.968,0.095,0.084,3503.502,19.685,7344.856,3611.213,-121.385,-7.452,-70.000,-29.232,19.404,-13.370,0.789,0.783,0.593,0.550,0.551,0.699,0.855,0.866,0.991,0.967,1.000,0.843,-156.453,127.958,-32.126,49.290,-19.661,31.040,-15.140,10.569,-7.947,12.278,-10.960,5.973,-4.561
334.mp3,126.048,1674.397,0.135,0.044,1067.119,20.171,1894.167,803.929,192.052,-82.346,-55.178,153.100,48.191,53.940,0.643,0.720,0.787,0.761,1.000,0.869,0.590,0.633,0.578,0.847,0.770,0.548,-278.239,258.752,8.616,-70.758,0.391,39.193,-1.625,-26.119,6.070,23.120,-6.645,-20.195,5.061
1590.mp3,93.963,1901.606,0.085,0.055,2470.900,19.832,4921.076,2719.634,118.902,-75.001,12.383,68.651,45.057,-72.621,0.700,0.893,0.996,0.952,1.000,0.741,0.542,0.486,0.507,0.451,0.560,0.623,-251.538,130.218,-31.813,31.348,1.492,16.799,-1.396,1.689,-6.624,-5.298,4.551,0.382,1.641
1881.mp3,132.512,1682.333,0.076,0.056,2122.430,20.242,4076.003,2351.311,434.258,583.797,-347.568,220.654,18.165,104.513,0.831,0.477,0.520,0.407,0.589,0.952,0.495,0.867,0.564,1.000,0.684,0.407,-209.864,185.906,-55.559,32.421,-16.760,18.522,-11.513,1.974,-3.970,4.394,1.679,2.818,0.952
1253.mp3,135.999,1876.123,0.059,0.047,1547.936,22.341,2708.028,1681.657,1014.644,86.962,-419.847,86.326,-150.346,84.606,0.465,0.345,0.976,0.461,0.676,0.406,0.386,0.374,0.492,1.000,0.356,0.275,-287.207,200.114,-30.102,-21.820,2.697,9.588,-18.503,-9.479,-0.781,-8.093,-9.681,-1.955,-3.767
1026.mp3,123.047,1824.921,0.081,0.011,1101.939,20.894,1697.623,2374.519,-79.380,-435.807,664.370,-875.513,-77.066,-326.716,0.168,0.196,0.205,0.109,0.077,0.138,0.270,0.227,0.123,0.114,0.365,1.000,-381.123,137.636,43.033,54.729,16.308,15.553,3.368,14.521,6.949,3.048,12.124,3.615,2.947
452.mp3,99.384,2135.541,0.183,0.030,1481.851,20.039,2991.351,1953.344,645.963,502.724,582.562,-268.372,-31.743,-93.846,0.718,0.412,0.862,0.451,0.239,0.249,0.386,1.000,0.507,0.368,0.345,0.655,-188.196,189.683,-9.771,18.279,9.918,13.917,0.921,3.540,-2.876,-1.690,-6.788,0.844,-0.887
308.mp3,99.384,1997.655,0.199,0.027,1973.211,19.685,4365.406,3072.136,306.343,-275.183,47.973,55.034,-23.313,-27.137,0.538,0.519,0.524,0.481,0.949,0.611,0.792,0.602,0.629,0.799,0.575,1.000,-176.771,152.858,17.851,51.118,-2.168,31.303,-0.195,14.656,-2.502,7.245,-5.001,-1.190,-1.922
506.mp3,117.454,1381.935,0.242,0.025,1151.866,20.023,1691.549,2042.203,789.883,-169.188,-388.006,-1077.688,-316.060,122.479,0.232,0.363,1.000,0.625,0.170,0.227,0.837,0.406,0.241,0.621,0.365,0.279,-205.381,200.492,25.626,5.881,-11.586,0.698,-21.912,-11.158,-18.997,-7.416,-14.412,-6.857,-9.567
375.mp3,114.844,1955.932,0.103,0.025,1867.221,21.206,4149.895,3013.957,165.814,-300.460,-552.653,103.365,23.695,7.138,0.237,0.502,0.567,0.355,0.514,0.312,0.356,0.341,0.629,1.000,0.647,0.535,-311.544,126.664,25.667,48.848,15.157,29.951,-7.657,12.587,1.468,0.135,3.348,-1.702,-8.107
512.mp3,105.469,1751.251,0.033,0.064,2598.158,22.434,5294.195,2932.524,687.946,-89.708,-534.980,-514.999,-113.652,173.354,0.261,0.422,1.000,0.497,0.390,0.299,0.610,0.344,0.354,0.927,0.517,0.240,-333.744,115.124,-25.622,26.936,-12.701,13.833,-5.922,5.026,-13.696,-7.950,-10.706,-7.330,-3.104
195.mp3,117.454,1861.819,0.039,0.032,1238.332,21.976,2114.259,1863.229,1071.205,419.526,-553.118,74.511,-3.874,204.426,0.530,0.336,0.575,0.330,0.469,0.333,0.126,0.297,0.246,1.000,0.576,0.404,-377.504,172.199,10.893,8.127,21.483,3.699,-13.122,-15.965,-1.471,19.331,9.062,-13.001,-11.000
692.mp3,117.454,1769.903,0.160,0.126,4327.988,20.154,8722.019,3791.297,116.022,138.528,-83.572,-101.700,90.939,51.558,0.505,0.502,0.613,0.612,0.584,0.656,0.674,1.000,0.890,0.932,0.997,0.569,-91.387,109.993,-49.273,81.571,-20.804,40.441,-21.794,23.910,-16.205,16.526,-0.234,7.636,-5.173
585.mp3,120.185,1879.072,0.222,0.023,1361.072,20.573,2533.363,2233.238,817.367,192.748,179.340,41.689,-0.962,71.205,1.000,0.551,0.900,0.588,0.800,0.518,0.475,0.873,0.568,0.969,0.706,0.960,-174.841,185.378,-0.347,45.255,0.415,27.919,1.258,3.324,12.431,-10.507,-1.730,-1.808,-9.043
2053.mp3,120.185,11771.391,0.068,0.036,1994.214,20.310,4081.123,2636.557,3759.393,430.867,-4222.775,428.814,143.880,1719.822,0.528,0.449,0.404,0.342,0.435,0.474,0.393,0.409,0.383,1.000,0.714,0.494,-323.740,127.871,23.070,42.954,11.992,26.449,8.950,11.161,5.015,9.749,0.422,6.217,5.568
1295.mp3,126.048,2008.323,0.103,0.055,2707.488,19.451,5779.465,3177.185,97.431,16.631,-335.153,211.351,62.958,27.027,0.954,0.978,0.683,0.620,1.000,0.991,0.823,0.745,0.800,0.994,0.786,0.671,-171.497,140.394,-43.576,50.362,-1.106,31.513,-5.750,18.458,1.489,13.346,2.233,6.574,0.398
1337.mp3,139.675,2215.190,0.098,0.091,4318.870,18.602,9423.832,4354.149,24.711,-9.770,191.219,268.214,89.085,18.613,0.473,0.442,0.510,0.792,1.000,0.751,0.501,0.548,0.437,0.405,0.353,0.374,-164.507,108.796,-26.091,43.323,-21.734,33.915,-21.166,29.004,-19.488,21.055,-11.569,13.823,-7.373
581.mp3,120.185,2061.297,0.203,0.079,3568.941,20.558,7777.530,3745.981,291.694,-190.306,-41.051,269.019,48.351,-140.957,0.346,0.608,0.665,0.525,1.000,0.550,0.441,0.544,0.588,0.475,0.301,0.450,-108.122,119.270,-15.433,73.138,-16.788,35.799,-17.156,12.498,-12.008,8.691,-7.413,-2.439,-3.757
294.mp3,101.333,1893.381,0.117,0.033,879.246,20.391,1500.357,817.574,601.341,-29.068,422.835,-199.042,9.877,-57.527,0.745,0.563,0.818,0.500,0.487,0.265,0.411,0.811,0.388,0.527,0.576,1.000,-281.192,251.360,-4.963,-21.803,18.715,-5.443,-8.558,-1.425,-7.350,1.159,1.537,-8.522,-5.420
170.mp3,156.605,2009.741,0.031,0.027,856.322,22.118,1416.554,1138.104,1213.332,583.458,-606.065,491.057,-188.194,134.609,0.792,0.269,0.454,0.272,0.659,0.934,0.374,0.490,0.244,1.000,0.368,0.523,-416.765,177.321,22.033,-13.494,5.012,0.679,-10.122,-13.508,-14.891,-15.968,-14.574,-10.128,-5.874
1129.mp3,132.512,1845.437,0.102,0.023,1573.602,21.559,3123.187,2573.465,-944.210,838.948,289.223,-240.783,47.326,0.954,0.673,0.335,0.346,0.807,0.388,0.626,0.330,0.450,0.567,0.290,1.000,0.566,-293.791,143.491,30.511,49.807,1.273,26.818,6.967,5.545,1.921,0.169,-3.893,-4.911,-5.769
101.mp3,151.999,1899.877,0.031,0.030,1260.810,22.214,2179.158,1812.062,263.795,1380.395,711.773,686.230,184.981,319.395,1.000,0.499,0.224,0.265,0.150,0.134,0.145,0.710,0.308,0.207,0.265,0.338,-428.919,145.355,24.092,13.327,6.273,0.188,-14.747,-2.789,-2.538,-17.453,-10.287,-14.245,-15.093
46.mp3,87.593,1850.811,0.119,0.044,2143.766,19.277,4497.148,2677.549,146.503,-54.717,-201.626,-208.129,22.830,-29.815,0.420,0.616,1.000,0.519,0.445,0.383,0.464,0.500,0.429,0.552,0.479,0.429,-206.284,158.540,-13.841,27.944,9.092,27.982,-4.834,0.983,-5.043,4.799,-5.997,-4.534,-4.228
